Date,AAPL,MSFT,XOM,BP
2015-05-04,32.174999237060554,48.2400016784668,89.11000061035156,43.40999984741211
2015-05-05,31.45000076293945,47.599998474121094,88.61000061035156,43.099998474121094
2015-05-06,31.252500534057614,46.27999877929688,88.19000244140625,42.5
2015-05-07,31.315000534057614,46.70000076293945,87.5999984741211,41.83000183105469
2015-05-08,31.90500068664551,47.75,88.98999786376953,42.709999084472656
2015-05-11,31.57999992370605,47.36999893188477,86.77999877929688,42.58000183105469
2015-05-12,31.46750068664551,47.349998474121094,87.0199966430664,42.68999862670898
2015-05-13,31.502500534057614,47.63000106811523,86.55999755859375,42.77000045776367
2015-05-14,32.237499237060554,48.72000122070313,86.97000122070312,42.959999084472656
2015-05-15,32.192501068115234,48.29999923706055,87.3499984741211,42.810001373291016
2015-05-18,32.547500610351555,48.0099983215332,86.8499984741211,42.38999938964844
2015-05-19,32.517501831054695,47.58000183105469,86.98999786376953,41.83000183105469
2015-05-20,32.514999389648445,47.58000183105469,87.12999725341797,42.08000183105469
2015-05-21,32.84749984741211,47.41999816894531,87.20999908447266,42.900001525878906
2015-05-22,33.134998321533196,46.9000015258789,86.5199966430664,42.5
2015-05-26,32.404998779296875,46.59000015258789,85.3499984741211,41.63000106811523
2015-05-27,33.009998321533196,47.61000061035156,85.11000061035156,41.790000915527344
2015-05-28,32.94499969482422,47.45000076293945,85.11000061035156,41.54999923706055
2015-05-29,32.56999969482422,46.86000061035156,85.19999694824219,41.459999084472656
2015-06-01,32.634998321533196,47.22999954223633,85.12999725341797,40.95000076293945
2015-06-02,32.490001678466804,46.91999816894531,85.13999938964844,41.5
2015-06-03,32.529998779296875,46.849998474121094,84.94999694824219,41.22999954223633
2015-06-04,32.34000015258789,46.36000061035156,84.22000122070312,40.61999893188477
2015-06-05,32.16249847412109,46.13999938964844,84.27999877929688,40.560001373291016
2015-06-08,31.95000076293945,45.72999954223633,84.8499984741211,40.52999877929688
2015-06-09,31.854999542236328,45.6500015258789,84.58000183105469,40.54999923706055
2015-06-10,32.220001220703125,46.61000061035156,85.20999908447266,41.27999877929688
2015-06-11,32.147499084472656,46.43999862670898,85.08999633789062,41.41999816894531
2015-06-12,31.792499542236328,45.97000122070313,84.0199966430664,40.79999923706055
2015-06-15,31.729999542236328,45.47999954223633,83.72000122070312,40.91999816894531
2015-06-16,31.899999618530273,45.83000183105469,84.68000030517578,40.90999984741211
2015-06-17,31.82500076293945,45.97000122070313,84.7300033569336,41.209999084472656
2015-06-18,31.96999931335449,46.72000122070313,85.4800033569336,41.2599983215332
2015-06-19,31.649999618530273,46.099998474121094,85.20999908447266,41.150001525878906
2015-06-22,31.90250015258789,46.22999954223633,85.16999816894531,41.52000045776367
2015-06-23,31.75749969482422,45.90999984741211,85.06999969482422,41.540000915527344
2015-06-24,32.02750015258789,45.63999938964844,84.68000030517578,41.83000183105469
2015-06-25,31.875,45.6500015258789,83.93000030517578,41.88999938964844
2015-06-26,31.6875,45.2599983215332,83.86000061035156,41.349998474121094
2015-06-29,31.13249969482422,44.36999893188477,82.81999969482422,40.310001373291016
2015-06-30,31.357500076293945,44.150001525878906,83.19999694824219,39.959999084472656
2015-07-01,31.649999618530273,44.45000076293945,82.37000274658203,39.27000045776367
2015-07-02,31.61000061035156,44.400001525878906,83.13999938964844,41.290000915527344
2015-07-06,31.5,44.38999938964844,82.52999877929688,39.90999984741211
2015-07-07,31.42250061035156,44.29999923706055,82.87000274658203,39.709999084472656
2015-07-08,30.64249992370605,44.2400016784668,81.97000122070312,39.150001525878906
2015-07-09,30.01749992370605,44.52000045776367,81.5999984741211,39.13000106811523
2015-07-10,30.81999969482422,44.61000061035156,82.22000122070312,39.900001525878906
2015-07-13,31.415000915527344,45.540000915527344,82.41999816894531,39.959999084472656
2015-07-14,31.40250015258789,45.61999893188477,83.11000061035156,40.33000183105469
2015-07-15,31.70499992370605,45.7599983215332,82.76000213623047,40.040000915527344
2015-07-16,32.127498626708984,46.65999984741211,82.91000366210938,39.540000915527344
2015-07-17,32.404998779296875,46.61999893188477,82.61000061035156,39.11999893188477
2015-07-20,33.017501831054695,46.91999816894531,81.76000213623047,38.75
2015-07-21,32.6875,47.27999877929688,81.66000366210938,38.72999954223633
2015-07-22,31.30500030517578,45.540000915527344,81.79000091552734,37.90999984741211
2015-07-23,31.290000915527344,46.11000061035156,81.13999938964844,37.29999923706055
2015-07-24,31.125,45.93999862670898,79.94000244140625,36.56999969482422
2015-07-27,30.6924991607666,45.349998474121094,79.26000213623047,36.04999923706055
2015-07-28,30.84499931335449,45.34000015258789,82.4800033569336,37.290000915527344
2015-07-29,30.747499465942386,46.290000915527344,83.13999938964844,37.38999938964844
2015-07-30,30.59250068664551,46.88000106811523,83.01000213623047,37.68000030517578
2015-07-31,30.32500076293945,46.70000076293945,79.20999908447266,36.97000122070313
2015-08-03,29.61000061035156,46.81000137329102,78.05999755859375,36.47999954223633
2015-08-04,28.65999984741211,47.540000915527344,77.16999816894531,36.540000915527344
2015-08-05,28.85000038146973,47.58000183105469,77.16999816894531,35.86999893188477
2015-08-06,28.78249931335449,46.61999893188477,78.08999633789062,35.880001068115234
2015-08-07,28.8799991607666,46.7400016784668,76.83000183105469,35.68000030517578
2015-08-10,29.93000030517578,47.33000183105469,78.75,36.27999877929688
2015-08-11,28.372499465942386,46.40999984741211,77.48999786376953,36.04999923706055
2015-08-12,28.809999465942386,46.7400016784668,78.79000091552734,36.43999862670898
2015-08-13,28.78750038146973,46.72999954223633,78.6500015258789,35.91999816894531
2015-08-14,28.989999771118164,47.0,78.36000061035156,35.77000045776367
2015-08-17,29.290000915527344,47.31999969482422,78.7699966430664,35.529998779296875
2015-08-18,29.125,47.27000045776367,77.9000015258789,35.25
2015-08-19,28.752500534057614,46.61000061035156,76.2300033569336,34.65999984741211
2015-08-20,28.16250038146973,45.65999984741211,74.56999969482422,34.380001068115234
2015-08-21,26.440000534057614,43.06999969482422,72.12999725341797,33.169998168945305
2015-08-24,25.78000068664551,41.68000030517578,68.72000122070311,31.190000534057614
2015-08-25,25.934999465942386,40.47000122070313,68.70999908447266,30.709999084472656
2015-08-26,27.42250061035156,42.709999084472656,72.5,31.10000038146973
2015-08-27,28.229999542236328,43.900001525878906,74.8499984741211,33.029998779296875
2015-08-28,28.32250022888184,43.93000030517578,75.06999969482422,33.259998321533196
2015-08-31,28.190000534057614,43.52000045776367,75.23999786376953,33.540000915527344
2015-09-01,26.93000030517578,41.81999969482422,72.08000183105469,32.139999389648445
2015-09-02,28.084999084472656,43.36000061035156,73.2300033569336,32.200000762939446
2015-09-03,27.59250068664551,43.5,73.79000091552734,32.40999984741211
2015-09-04,27.3174991607666,42.61000061035156,72.45999908447266,30.70000076293945
2015-09-08,28.07749938964844,43.88999938964844,73.5,31.40999984741211
2015-09-09,27.53750038146973,43.06999969482422,72.0,30.899999618530273
2015-09-10,28.14249992370605,43.290000915527344,72.5199966430664,31.209999084472656
2015-09-11,28.552499771118164,43.47999954223633,72.69000244140625,31.01000022888184
2015-09-14,28.82749938964844,43.040000915527344,72.48999786376953,30.68000030517578
2015-09-15,29.06999969482422,43.97999954223633,72.86000061035156,31.11000061035156
2015-09-16,29.102500915527344,44.29999923706055,74.30000305175781,32.130001068115234
2015-09-17,28.479999542236328,44.25,74.45999908447266,32.110000610351555
2015-09-18,28.36249923706055,43.47999954223633,72.68000030517578,31.09000015258789
2015-09-21,28.802499771118164,44.11000061035156,73.38999938964844,31.059999465942386
2015-09-22,28.35000038146973,43.900001525878906,72.73999786376953,30.38999938964844
2015-09-23,28.57999992370605,43.86999893188477,72.30000305175781,29.920000076293945
2015-09-24,28.75,43.90999984741211,72.7300033569336,30.15999984741211
2015-09-25,28.677499771118164,43.93999862670898,73.2300033569336,30.43000030517578
2015-09-28,28.11000061035156,43.290000915527344,72.5999984741211,29.3799991607666
2015-09-29,27.26499938964844,43.43999862670898,72.97000122070312,29.6299991607666
2015-09-30,27.57500076293945,44.2599983215332,74.3499984741211,30.559999465942386
2015-10-01,27.395000457763672,44.61000061035156,74.05999755859375,30.959999084472656
2015-10-02,27.59499931335449,45.56999969482422,75.87999725341797,32.52000045776367
2015-10-05,27.69499969482422,46.63000106811523,76.80999755859375,33.490001678466804
2015-10-06,27.82749938964844,46.75,77.88999938964844,34.310001373291016
2015-10-07,27.69499969482422,46.79999923706055,79.19999694824219,35.709999084472656
2015-10-08,27.375,47.45000076293945,80.02999877929688,35.959999084472656
2015-10-09,28.03000068664551,47.11000061035156,79.26000213623047,35.959999084472656
2015-10-12,27.899999618530273,47.0,79.30000305175781,35.36999893188477
2015-10-13,27.94750022888184,46.88999938964844,79.16000366210938,34.72999954223633
2015-10-14,27.552499771118164,46.68000030517578,80.16000366210938,35.31999969482422
2015-10-15,27.96500015258789,47.0099983215332,81.4800033569336,35.68000030517578
2015-10-16,27.76000022888184,47.5099983215332,82.4800033569336,35.86000061035156
2015-10-19,27.9325008392334,47.61999893188477,80.98999786376953,34.939998626708984
2015-10-20,28.4424991607666,47.77000045776367,80.83000183105469,34.970001220703125
2015-10-21,28.440000534057614,47.20000076293945,80.20999908447266,35.139999389648445
2015-10-22,28.875,48.02999877929688,82.88999938964844,35.91999816894531
2015-10-23,29.770000457763672,52.86999893188477,82.9800033569336,35.720001220703125
2015-10-26,28.81999969482422,54.25,81.22000122070312,35.049999237060554
2015-10-27,28.63750076293945,53.68999862670898,81.08999633789062,34.81999969482422
2015-10-28,29.8174991607666,53.97999954223633,82.27999877929688,35.7400016784668
2015-10-29,30.13249969482422,53.36000061035156,82.2300033569336,35.709999084472656
2015-10-30,29.875,52.63999938964844,82.73999786376953,35.70000076293945
2015-11-02,30.295000076293945,53.2400016784668,85.27999877929688,36.27999877929688
2015-11-03,30.64249992370605,54.1500015258789,86.8499984741211,37.22999954223633
2015-11-04,30.5,54.4000015258789,85.9800033569336,36.36000061035156
2015-11-05,30.229999542236328,54.38000106811523,84.80999755859375,35.54999923706055
2015-11-06,30.26499938964844,54.91999816894531,84.47000122070312,35.130001068115234
2015-11-09,30.14249992370605,54.15999984741211,81.94999694824219,34.880001068115234
2015-11-10,29.1924991607666,53.5099983215332,82.3499984741211,34.77000045776367
2015-11-11,29.02750015258789,53.6500015258789,81.62000274658203,34.389999389648445
2015-11-12,28.93000030517578,53.31999969482422,79.41000366210938,33.5
2015-11-13,28.084999084472656,52.84000015258789,78.0999984741211,33.380001068115234
2015-11-16,28.545000076293945,53.77000045776367,80.9000015258789,34.47999954223633
2015-11-17,28.42250061035156,52.97000122070313,79.95999908447266,34.18000030517578
2015-11-18,29.32250022888184,53.849998474121094,80.73999786376953,35.09999847412109
2015-11-19,29.69499969482422,53.93999862670898,80.30000305175781,35.25
2015-11-20,29.82500076293945,54.18999862670898,79.79000091552734,34.43000030517578
2015-11-23,29.4375,54.18999862670898,80.27999877929688,34.419998168945305
2015-11-24,29.71999931335449,54.25,81.87999725341797,34.990001678466804
2015-11-25,29.50749969482422,53.68999862670898,81.25,34.990001678466804
2015-11-27,29.45249938964844,53.93000030517578,81.2300033569336,34.830001831054695
2015-11-30,29.57500076293945,54.349998474121094,81.66000366210938,34.59999847412109
2015-12-01,29.334999084472656,55.22000122070313,81.88999938964844,34.77000045776367
2015-12-02,29.06999969482422,55.209999084472656,79.55000305175781,33.81999969482422
2015-12-03,28.79999923706055,54.20000076293945,78.41000366210938,33.259998321533196
2015-12-04,29.75749969482422,55.90999984741211,78.86000061035156,32.669998168945305
2015-12-07,29.56999969482422,55.81000137329102,76.80000305175781,31.26000022888184
2015-12-08,29.5575008392334,55.790000915527344,74.62999725341797,31.270000457763672
2015-12-09,28.90500068664551,54.97999954223633,75.62999725341797,31.809999465942386
2015-12-10,29.042499542236328,55.27000045776367,75.69000244140625,31.79999923706055
2015-12-11,28.295000076293945,54.06000137329102,74.33999633789062,30.790000915527344
2015-12-14,28.1200008392334,55.13999938964844,76.02999877929688,30.21999931335449
2015-12-15,27.622499465942386,55.20000076293945,79.43000030517578,30.75
2015-12-16,27.834999084472656,56.13000106811523,79.1500015258789,30.8700008392334
2015-12-17,27.2450008392334,55.70000076293945,77.95999908447266,30.35000038146973
2015-12-18,26.50749969482422,54.13000106811523,77.27999877929688,30.149999618530273
2015-12-21,26.832500457763672,54.83000183105469,77.26000213623047,30.1299991607666
2015-12-22,26.8075008392334,55.349998474121094,77.6500015258789,30.790000915527344
2015-12-23,27.15250015258789,55.81999969482422,80.19000244140625,32.34999847412109
2015-12-24,27.00749969482422,55.66999816894531,79.33000183105469,32.11999893188477
2015-12-28,26.70499992370605,55.95000076293945,78.73999786376953,31.709999084472656
2015-12-29,27.184999465942386,56.54999923706055,79.16000366210938,31.8700008392334
2015-12-30,26.82999992370605,56.31000137329102,78.11000061035156,31.309999465942386
2015-12-31,26.315000534057614,55.47999954223633,77.94999694824219,31.26000022888184
2016-01-04,26.337499618530273,54.79999923706055,77.45999908447266,31.059999465942386
2016-01-05,25.677499771118164,55.04999923706055,78.12000274658203,30.93000030517578
2016-01-06,25.17499923706055,54.04999923706055,77.47000122070312,30.29999923706055
2016-01-07,24.11249923706055,52.16999816894531,76.2300033569336,29.43000030517578
2016-01-08,24.239999771118164,52.33000183105469,74.69000244140625,28.90999984741211
2016-01-11,24.63249969482422,52.29999923706055,73.69000244140625,28.84000015258789
2016-01-12,24.989999771118164,52.77999877929688,75.19999694824219,28.649999618530273
2016-01-13,24.34749984741211,51.63999938964844,75.6500015258789,28.770000457763672
2016-01-14,24.8799991607666,53.11000061035156,79.12000274658203,30.82999992370605
2016-01-15,24.28249931335449,50.9900016784668,77.58000183105469,29.15999984741211
2016-01-19,24.165000915527344,50.56000137329102,76.4000015258789,28.920000076293945
2016-01-20,24.19750022888184,50.790000915527344,73.18000030517578,28.459999084472656
2016-01-21,24.07500076293945,50.47999954223633,74.0999984741211,29.459999084472656
2016-01-22,25.354999542236328,52.290000915527344,76.56999969482422,30.35000038146973
2016-01-25,24.86000061035156,51.790000915527344,73.9800033569336,29.46999931335449
2016-01-26,24.997499465942386,52.16999816894531,76.69999694824219,30.739999771118164
2016-01-27,23.354999542236328,51.22000122070313,75.29000091552734,30.68000030517578
2016-01-28,23.522499084472656,52.06000137329102,76.98999786376953,31.88999938964844
2016-01-29,24.334999084472656,55.09000015258789,77.8499984741211,32.36999893188477
2016-02-01,24.107500076293945,54.709999084472656,76.29000091552734,31.70000076293945
2016-02-02,23.6200008392334,53.0,74.58999633789062,29.020000457763672
2016-02-03,24.087499618530273,52.15999984741211,78.4800033569336,29.65999984741211
2016-02-04,24.149999618530273,52.0,79.83000183105469,30.61000061035156
2016-02-05,23.5049991607666,50.15999984741211,80.08000183105469,30.459999084472656
2016-02-08,23.752500534057614,49.40999984741211,81.16000366210938,29.920000076293945
2016-02-09,23.747499465942386,49.27999877929688,80.08000183105469,28.95000076293945
2016-02-10,23.5674991607666,49.709999084472656,79.3499984741211,28.040000915527344
2016-02-11,23.42499923706055,49.68999862670898,79.5999984741211,27.63999938964844
2016-02-12,23.497499465942386,50.5,81.02999877929688,29.020000457763672
2016-02-16,24.15999984741211,51.09000015258789,81.22000122070312,29.059999465942386
2016-02-17,24.53000068664551,52.41999816894531,82.0,29.95000076293945
2016-02-18,24.065000534057614,52.18999862670898,82.44999694824219,29.78000068664551
2016-02-19,24.01000022888184,51.81999969482422,82.5,29.75
2016-02-22,24.21999931335449,52.6500015258789,82.38999938964844,30.29999923706055
2016-02-23,23.67250061035156,51.18000030517578,81.2300033569336,29.0
2016-02-24,24.024999618530273,51.36000061035156,81.5199966430664,28.540000915527344
2016-02-25,24.190000534057614,52.099998474121094,82.01000213623047,28.65999984741211
2016-02-26,24.227500915527344,51.29999923706055,81.75,29.0
2016-02-29,24.17250061035156,50.88000106811523,80.1500015258789,29.09000015258789
2016-03-01,25.13249969482422,52.58000183105469,81.27999877929688,29.6299991607666
2016-03-02,25.1875,52.95000076293945,82.69999694824219,30.209999084472656
2016-03-03,25.375,52.349998474121094,82.4000015258789,30.8700008392334
2016-03-04,25.752500534057614,52.02999877929688,82.29000091552734,31.149999618530273
2016-03-07,25.46750068664551,51.02999877929688,84.45999908447266,31.5
2016-03-08,25.25749969482422,51.6500015258789,82.62999725341797,30.06999969482422
2016-03-09,25.28000068664551,52.84000015258789,82.4000015258789,30.29999923706055
2016-03-10,25.292499542236328,52.04999923706055,82.18000030517578,29.82999992370605
2016-03-11,25.565000534057614,53.06999969482422,82.19000244140625,30.54999923706055
2016-03-14,25.6299991607666,53.16999816894531,82.41000366210938,29.95000076293945
2016-03-15,26.145000457763672,53.59000015258789,82.81999969482422,29.63999938964844
2016-03-16,26.49250030517578,54.349998474121094,82.87000274658203,30.51000022888184
2016-03-17,26.45000076293945,54.65999984741211,84.0999984741211,31.540000915527344
2016-03-18,26.479999542236328,53.4900016784668,84.19999694824219,31.32999992370605
2016-03-21,26.477500915527344,53.86000061035156,83.62000274658203,31.1200008392334
2016-03-22,26.68000030517578,54.06999969482422,84.12000274658203,30.940000534057614
2016-03-23,26.53249931335449,53.97000122070313,83.75,30.20000076293945
2016-03-24,26.417499542236328,54.209999084472656,83.9800033569336,30.420000076293945
2016-03-28,26.29750061035156,53.540000915527344,84.22000122070312,30.420000076293945
2016-03-29,26.920000076293945,54.709999084472656,84.52999877929688,30.35000038146973
2016-03-30,27.38999938964844,55.04999923706055,84.5199966430664,30.93000030517578
2016-03-31,27.247499465942386,55.22999954223633,83.58999633789062,30.18000030517578
2016-04-01,27.497499465942386,55.56999969482422,82.95999908447266,29.56999969482422
2016-04-04,27.78000068664551,55.43000030517578,83.16000366210938,29.57999992370605
2016-04-05,27.45249938964844,54.56000137329102,82.20999908447266,28.93000030517578
2016-04-06,27.739999771118164,55.11999893188477,83.30999755859375,29.29999923706055
2016-04-07,27.13500022888184,54.459999084472656,82.37000274658203,29.1299991607666
2016-04-08,27.165000915527344,54.41999816894531,83.20999908447266,30.149999618530273
2016-04-11,27.2549991607666,54.31000137329102,83.31999969482422,30.309999465942386
2016-04-12,27.61000061035156,54.6500015258789,84.3499984741211,31.20000076293945
2016-04-13,28.01000022888184,55.349998474121094,84.83000183105469,31.3799991607666
2016-04-14,28.024999618530273,55.36000061035156,85.43000030517578,30.920000076293945
2016-04-15,27.462499618530273,55.6500015258789,84.97000122070312,30.649999618530273
2016-04-18,26.8700008392334,56.459999084472656,85.77999877929688,31.059999465942386
2016-04-19,26.727500915527344,56.38999938964844,86.20999908447266,31.76000022888184
2016-04-20,26.78249931335449,55.59000015258789,86.80000305175781,31.86000061035156
2016-04-21,26.49250030517578,55.77999877929688,86.79000091552734,31.739999771118164
2016-04-22,26.420000076293945,51.77999877929688,87.52999877929688,32.150001525878906
2016-04-25,26.270000457763672,52.11000061035156,87.33000183105469,31.790000915527344
2016-04-26,26.087499618530273,51.43999862670898,87.62999725341797,33.490001678466804
2016-04-27,24.45499992370605,50.93999862670898,88.45999908447266,33.84000015258789
2016-04-28,23.707500457763672,49.9000015258789,88.02999877929688,33.490001678466804
2016-04-29,23.434999465942386,49.86999893188477,88.4000015258789,33.580001831054695
2016-05-02,23.40999984741211,50.61000061035156,89.12999725341797,33.61999893188477
2016-05-03,23.795000076293945,49.77999877929688,88.11000061035156,32.560001373291016
2016-05-04,23.54750061035156,49.86999893188477,87.94000244140625,31.420000076293945
2016-05-05,23.309999465942386,49.93999862670898,88.04000091552734,31.57999992370605
2016-05-06,23.18000030517578,50.38999938964844,88.51000213623047,31.57999992370605
2016-05-09,23.19750022888184,50.06999969482422,88.56999969482422,31.07999992370605
2016-05-10,23.354999542236328,51.02000045776367,89.98999786376953,31.68000030517578
2016-05-11,23.127500534057614,51.04999923706055,88.80999755859375,31.670000076293945
2016-05-12,22.584999084472656,51.5099983215332,89.66999816894531,31.86000061035156
2016-05-13,22.6299991607666,51.08000183105469,88.66000366210938,31.46999931335449
2016-05-16,23.46999931335449,51.83000183105469,89.56999969482422,32.060001373291016
2016-05-17,23.372499465942386,50.5099983215332,89.52999877929688,32.220001220703125
2016-05-18,23.63999938964844,50.81000137329102,89.3499984741211,32.130001068115234
2016-05-19,23.54999923706055,50.31999969482422,90.11000061035156,31.979999542236328
2016-05-20,23.80500030517578,50.61999893188477,89.73999786376953,31.93000030517578
2016-05-23,24.107500076293945,50.02999877929688,89.5999984741211,31.459999084472656
2016-05-24,24.47500038146973,51.59000015258789,89.66999816894531,31.84000015258789
2016-05-25,24.90500068664551,52.11999893188477,90.26000213623048,32.860000610351555
2016-05-26,25.102500915527344,51.88999938964844,89.80000305175781,32.59999847412109
2016-05-27,25.087499618530273,52.31999969482422,90.01000213623047,32.360000610351555
2016-05-31,24.96500015258789,53.0,89.0199966430664,31.399999618530273
2016-06-01,24.614999771118164,52.849998474121094,89.23999786376953,31.34000015258789
2016-06-02,24.43000030517578,52.47999954223633,88.52999877929688,31.520000457763672
2016-06-03,24.479999542236328,51.790000915527344,88.37000274658203,31.8799991607666
2016-06-06,24.65749931335449,52.13000106811523,89.33999633789062,32.529998779296875
2016-06-07,24.75749969482422,52.099998474121094,90.70999908447266,33.06999969482422
2016-06-08,24.73500061035156,52.040000915527344,90.79000091552734,33.27000045776367
2016-06-09,24.91250038146973,51.61999893188477,90.66999816894531,33.040000915527344
2016-06-10,24.707500457763672,51.47999954223633,89.9800033569336,32.220001220703125
2016-06-13,24.334999084472656,50.13999938964844,90.58999633789062,31.86000061035156
